Player,Team,GP,GS,MINS,oPOSS,PTS,ORB,DRB,AST,STL,BLK,TOV,PF,PCT_FGA_trans,PCT_FGM_ast,TS.,eFG.,FGM,FGA,FG.,TPM,TPA,TP.,FTM,FTA,FT.,RIMM,RIMA,RIM.,MIDM,MIDA,MID.
AIDAN.MCQUADE_Colorado,Colorado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIDAN.PRUKOP_Cal Poly,Cal Poly,5,0,57.383,107,10,2,6,1,1,0,5,4,0.25,0,0.295,0.281,4,16,0.25,1,4,0.25,1,2,0.5,2,3,0.667,1,9,0.111
AIDEN.TERRY_Rutgers,Rutgers,1,0,1.3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIRION.SIMMONS_Abilene Christian,Abilene Christian,3,0,50.083,108,35,3,10,3,1,0,6,9,0.158,0.75,0.784,0.763,12,19,0.632,5,9,0.556,6,7,0.857,5,7,0.714,2,3,0.667
AJ.CALDWELL_Chattanooga,Chattanooga,2,1,72.966,121,13,1,9,6,1,0,2,1,0.455,0.6,0.566,0.545,5,11,0.455,2,5,0.4,1,1,1,3,4,0.75,0,2,0
AJ.GRAY_Hartford,Hartford,1,0,0.117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ.HOGGARD_Michigan St.,Michigan St.,7,2,85.869,160,14,1,7,13,2,0,6,6,0.176,0.2,0.361,0.294,5,17,0.294,0,4,0,4,5,0.8,4,9,0.444,1,4,0.25
AJ.LAWSON_McNeese,McNeese,5,5,146.583,274,51,2,17,26,3,0,25,11,0.318,0.176,0.481,0.42,17,44,0.386,3,13,0.231,14,19,0.737,11,20,0.55,3,11,0.273
AJ.LAWSON_South Carolina,South Carolina,5,5,155.9,307,54,3,14,2,8,1,6,6,0.426,0.556,0.402,0.361,18,61,0.295,8,30,0.267,10,13,0.769,4,16,0.25,6,15,0.4
AJ.MCGINNIS_UNC Greensboro,UNC Greensboro,6,0,95.3,179,44,0,5,1,3,0,3,7,0.385,0.688,0.544,0.538,16,39,0.41,10,29,0.345,2,3,0.667,5,7,0.714,1,3,0.333
AJ.OLIVER_Old Dominion,Old Dominion,7,7,186.966,340,69,4,10,7,1,2,4,12,0.108,0.76,0.498,0.477,25,65,0.385,12,43,0.279,7,9,0.778,5,5,1,8,17,0.471
AJ.PLITZUWEIT_South Dakota,South Dakota,1,1,37.383,61,20,1,5,4,1,0,3,1,0.091,0.5,0.775,0.727,6,11,0.545,4,4,1,4,4,1,1,4,0.25,1,3,0.333
AJ.REEVES_Providence,Providence,5,5,161.052,311,55,1,15,7,9,2,7,6,0.349,0.647,0.559,0.512,17,43,0.395,10,32,0.312,11,13,0.846,5,6,0.833,2,5,0.4
AJ.STATONMCCRAY_Samford,Samford,1,1,25.4,52,5,1,5,2,2,1,3,2,0.545,0,0.209,0.182,2,11,0.182,0,4,0,1,2,0.5,1,6,0.167,1,1,1
AJ.WALKER_Air Force,Air Force,5,5,178.5,303,78,2,10,12,4,1,8,6,0.147,0.407,0.491,0.449,27,68,0.397,7,27,0.259,17,24,0.708,16,28,0.571,4,13,0.308
AJ.WILSON_George Mason,George Mason,4,4,70.266,133,24,5,9,1,1,6,5,7,0.28,0.636,0.462,0.44,11,25,0.44,0,3,0,2,2,1,7,11,0.636,4,11,0.364
AJANG.AGUEK_Northern Ariz.,Northern Ariz.,4,0,50.383,97,20,2,7,1,1,3,3,9,0.364,0.5,0.698,0.727,8,11,0.727,0,0,0,4,7,0.571,8,10,0.8,0,1,0
AJANI.KENNEDY_UT Martin,UT Martin,2,1,52.433,95,8,0,5,2,1,0,8,7,0.083,0.75,0.298,0.333,4,12,0.333,0,5,0,0,3,0,2,5,0.4,2,2,1
AJARE.SANNI_UC Santa Barbara,UC Santa Barbara,5,0,101.601,194,49,2,15,7,3,0,2,5,0.225,0.692,0.505,0.412,13,40,0.325,7,22,0.318,16,18,0.889,3,10,0.3,3,8,0.375
AJIRI.OGEMUNOJOHNSON_Rider,Rider,7,5,128.919,242,42,14,19,10,1,3,7,22,0.107,0.733,0.567,0.536,15,28,0.536,0,0,0,12,19,0.632,10,19,0.526,5,9,0.556
AKEEM.ODUSIPE_Vanderbilt,Vanderbilt,5,0,25.483,48,4,4,1,0,0,0,2,4,0.2,0.5,0.365,0.4,2,5,0.4,0,0,0,0,1,0,2,5,0.4,0,0,0
AKOK.AKOK_UConn,UConn,1,0,3.183,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKRUM.AHEMED_Canisius,Canisius,2,0,21.883,45,0,1,2,0,0,0,2,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0
ALAMIR.DAWES_Clemson,Clemson,5,0,124.184,200,57,2,11,11,7,1,6,4,0.433,0.7,0.855,0.867,20,30,0.667,12,19,0.632,5,7,0.714,7,7,1,1,4,0.25
ALAN.GRIFFIN_Syracuse,Syracuse,6,6,167.718,305,78,9,26,9,5,14,8,9,0.29,0.536,0.588,0.556,28,62,0.452,13,36,0.361,9,9,1,10,12,0.833,5,14,0.357
ALEC.LOEHR_Navy,Navy,3,1,41.835,79,10,2,7,1,2,1,3,5,0,0.75,0.719,0.667,4,6,0.667,0,0,0,2,2,1,4,6,0.667,0,0,0
ALEC.OGLESBY_Cleveland St.,Cleveland St.,3,0,40.333,69,5,0,1,1,0,1,0,2,0.2,1,0.5,0.5,2,5,0.4,1,4,0.25,0,0,0,0,0,0,1,1,1
ALEC.PFRIEM_Bellarmine,Bellarmine,2,0,45.683,87,15,1,3,2,0,1,3,2,0.3,0.857,0.716,0.7,7,10,0.7,0,2,0,1,1,1,5,5,1,2,3,0.667
ALEC.WOODARD_Austin Peay,Austin Peay,3,0,57.383,109,21,3,4,1,2,0,1,6,0.318,0.375,0.477,0.477,8,22,0.364,5,14,0.357,0,0,0,2,2,1,1,6,0.167
ALEC.ZACCARDO_Tulane,Tulane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALEEM.FORD_Wisconsin,Wisconsin,6,6,158.583,278,41,6,19,7,2,1,5,8,0.122,0.867,0.489,0.476,15,41,0.366,9,24,0.375,2,2,1,4,9,0.444,2,8,0.25
ALEJANDRO.VASQUEZ_St. Bonaventure,St. Bonaventure,7,0,82.384,153,30,3,4,8,6,1,6,5,0.208,0.875,0.54,0.479,8,24,0.333,7,16,0.438,7,8,0.875,1,5,0.2,0,3,0
ALEKS.NOVAKOVICH_Delaware,Delaware,1,0,11.117,26,3,1,1,0,0,0,1,5,0.2,1,0.3,0.3,1,5,0.2,1,4,0.25,0,0,0,0,0,0,0,1,0
ALEM.HUSEINOVIC_Nevada,Nevada,3,0,4.233,11,3,0,0,0,0,0,0,1,0,1,1.5,1.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
ALESSANDRO.LEVER_Grand Canyon,Grand Canyon,7,7,214.935,392,101,16,26,13,2,2,16,17,0.277,0.543,0.641,0.631,35,65,0.538,12,29,0.414,19,29,0.655,15,18,0.833,8,18,0.444
ALEX.ARIANS_South Dakota St.,South Dakota St.,4,4,120.666,214,35,0,17,7,0,2,7,10,0.105,0.636,0.709,0.658,11,19,0.579,3,7,0.429,10,12,0.833,6,7,0.857,2,5,0.4
ALEX.BARCELLO_BYU,BYU,4,4,135.716,244,75,1,22,16,2,0,7,9,0.229,0.583,0.68,0.625,24,48,0.5,12,20,0.6,15,15,1,5,11,0.455,7,17,0.412
ALEX.CHRISTIE_Stony Brook,Stony Brook,1,1,1.867,5,2,1,0,0,0,0,0,0,0,0,0.5,0.5,1,2,0.5,0,0,0,0,0,0,1,2,0.5,0,0,0
ALEX.DUCAS_Saint Mary's (CA),Saint Mary's (CA),2,1,42.4,86,10,2,8,1,2,0,2,1,0,0.667,0.314,0.214,3,14,0.214,0,7,0,4,4,1,2,5,0.4,1,2,0.5
ALEX.HEMENWAY_Clemson,Clemson,5,4,101.701,166,40,0,4,6,0,0,4,8,0.12,0.857,0.771,0.76,14,25,0.56,10,18,0.556,2,2,1,1,1,1,3,6,0.5
ALEX.HOLT_High Point,High Point,3,3,39.932,75,4,4,5,2,3,1,0,7,0,0,0.253,0.167,1,6,0.167,0,0,0,2,4,0.5,0,2,0,1,4,0.25
ALEX.HUIBREGTSE_Wright St.,Wright St.,1,0,9.001,23,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ALEX.HUNTER_Furman,Furman,3,3,109.383,192,42,0,6,9,1,0,5,4,0.207,0.6,0.68,0.655,15,29,0.517,8,19,0.421,4,4,1,6,9,0.667,1,1,1
ALEX.KING_Army West Point,Army West Point,5,5,154.502,273,71,2,25,11,3,1,10,8,0.19,0.393,0.709,0.726,28,42,0.667,5,15,0.333,10,17,0.588,19,22,0.864,4,5,0.8
ALEX.KLATSKY_Florida,Florida,2,0,0.483,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALEX.LOMAX_Memphis,Memphis,2,1,52.2,107,10,2,9,3,4,1,7,4,0.231,0,0.336,0.308,4,13,0.308,0,2,0,2,4,0.5,1,3,0.333,3,8,0.375
ALEX.MERKVILADZE_CSUN,CSUN,5,5,157.169,291,66,6,40,3,1,0,9,9,0.246,0.75,0.522,0.509,24,57,0.421,10,22,0.455,8,13,0.615,8,23,0.348,6,12,0.5
ALEX.MORALES_Wagner,Wagner,5,5,170.249,300,81,12,23,13,11,2,15,14,0.27,0.29,0.566,0.532,31,63,0.492,5,15,0.333,14,18,0.778,19,35,0.543,7,13,0.538
ALEX.OCONNELL_Creighton,Creighton,7,0,66.068,126,20,5,12,3,3,0,4,8,0.348,0.625,0.426,0.435,8,23,0.348,4,13,0.308,0,1,0,2,4,0.5,2,6,0.333
ALEX.PETERSON_Kennesaw St.,Kennesaw St.,2,2,58.632,119,18,5,12,1,5,1,4,5,0.375,0.429,0.681,0.875,7,8,0.875,0,0,0,4,11,0.364,7,8,0.875,0,0,0
ALEX.REESE_Alabama,Alabama,7,0,62.652,131,20,6,11,2,3,3,3,11,0.242,0.75,0.303,0.303,8,33,0.242,4,21,0.19,0,0,0,4,11,0.364,0,1,0
ALEX.RIVERA_LIU,LIU,3,3,83.683,173,26,0,5,6,2,0,6,11,0.391,0.444,0.512,0.478,9,23,0.391,4,14,0.286,4,5,0.8,3,5,0.6,2,4,0.5
ALEX.TIMMERMAN_Bucknell,Bucknell,2,0,11.4,26,2,1,2,0,0,0,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
ALEX.WATSON_Sacred Heart,Sacred Heart,4,4,109.519,195,33,2,10,9,2,0,7,10,0.3,0.6,0.654,0.6,10,20,0.5,4,9,0.444,9,11,0.818,5,9,0.556,1,2,0.5
ALEXANDER.NWAGHA_Northeastern,Northeastern,1,0,9.767,15,2,2,1,0,0,1,0,3,0,0,0.333,0.333,1,3,0.333,0,0,0,0,0,0,1,3,0.333,0,0,0
ALEXANDER.PERRY_Mississippi Val.,Mississippi Val.,7,0,96.968,208,19,4,10,6,1,2,9,8,0.364,0.667,0.368,0.341,6,22,0.273,3,11,0.273,4,8,0.5,2,4,0.5,1,7,0.143
ALEXANDER.STRATING_Colorado,Colorado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALEXIS.ANGELES_Portland St.,Portland St.,2,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALEXIS.YETNA_South Fla.,South Fla.,2,2,42.916,79,12,3,6,3,1,1,1,3,0.222,1,0.603,0.556,4,9,0.444,2,4,0.5,2,2,1,2,5,0.4,0,0,0
ALFIS.PILAVIOS_Old Dominion,Old Dominion,3,0,43.733,82,5,0,1,1,3,1,1,3,0.25,0.5,0.625,0.625,2,4,0.5,1,2,0.5,0,0,0,1,1,1,0,1,0
ALFONSO.PLUMMER_Utah,Utah,6,6,197.934,361,93,0,12,10,2,0,12,4,0.209,0.618,0.666,0.657,34,67,0.507,20,42,0.476,5,6,0.833,6,13,0.462,8,12,0.667
ALGEVON.EICHELBERGER_Cleveland St.,Cleveland St.,3,0,66.7,123,30,3,6,9,0,2,4,6,0.091,0.75,0.592,0.568,12,22,0.545,1,1,1,5,7,0.714,9,15,0.6,2,6,0.333
ALI.ALI_Akron,Akron,5,5,114.934,214,19,7,10,4,0,1,8,10,0.167,0,0.367,0.333,8,24,0.333,0,9,0,3,4,0.75,4,5,0.8,4,10,0.4
ALIJAH.MARTIN_Fla. Atlantic,Fla. Atlantic,4,0,12.699,26,0,0,0,1,1,0,0,1,0.5,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0
ALIMAMY.KOROMA_Cal Poly,Cal Poly,6,5,141.751,259,83,10,27,5,3,8,8,21,0.214,0.867,0.62,0.58,30,56,0.536,5,13,0.385,18,23,0.783,18,33,0.545,7,10,0.7
ALJAMI.DURHAM_Indiana,Indiana,5,5,148.65,265,61,0,11,8,2,1,7,15,0.255,0.55,0.568,0.521,20,47,0.426,9,21,0.429,12,14,0.857,7,14,0.5,4,12,0.333
ALJAZ.KUNC_Washington St.,Washington St.,3,2,95.917,166,20,8,22,1,2,0,3,9,0.077,0.875,0.378,0.365,8,26,0.308,3,15,0.2,1,1,1,4,6,0.667,1,5,0.2
ALLAN.JEANNEROSE_Fairfield,Fairfield,6,0,63.631,122,16,2,8,2,1,2,4,8,0,0.333,0.598,0.591,6,11,0.545,1,3,0.333,3,5,0.6,3,6,0.5,2,2,1
ALLEN.BETRAND_Rhode Island,Rhode Island,3,0,38.883,76,14,2,2,0,3,2,3,4,0.083,0.167,0.583,0.583,6,12,0.5,2,5,0.4,0,0,0,2,5,0.4,2,2,1
ALLEN.FLANIGAN_Auburn,Auburn,4,4,132.351,238,58,3,26,10,3,0,13,9,0.195,0.25,0.539,0.451,16,41,0.39,5,19,0.263,21,27,0.778,9,13,0.692,2,9,0.222
ALLEN.POWELL_Rider,Rider,7,7,238.135,430,70,0,6,12,4,0,13,15,0.203,0.682,0.537,0.508,22,59,0.373,16,34,0.471,10,13,0.769,3,9,0.333,3,16,0.188
ALLIN.BLUNT_UMass Lowell,UMass Lowell,4,5,109.816,194,13,5,9,1,1,0,4,13,0,0.667,0.297,0.211,3,19,0.158,2,11,0.182,5,6,0.833,1,5,0.2,0,3,0
ALONDES.WILLIAMS_Oklahoma,Oklahoma,6,0,80.217,146,25,3,7,3,3,1,7,8,0.217,0.3,0.484,0.435,10,23,0.435,0,4,0,5,6,0.833,8,13,0.615,2,6,0.333
ALONSO.FAURE_Loyola Maryland,Loyola Maryland,7,0,86.883,168,39,12,8,5,1,0,7,18,0.094,0.5,0.511,0.531,16,32,0.5,2,6,0.333,5,13,0.385,12,24,0.5,2,2,1
ALONZO.SULE_Texas St.,Texas St.,2,2,38.917,66,12,2,2,1,0,1,4,4,0.214,0.5,0.429,0.429,6,14,0.429,0,0,0,0,0,0,4,8,0.5,2,6,0.333
ALONZO.VERGE_Arizona St.,Arizona St.,7,7,228.498,439,113,5,31,32,10,2,22,18,0.255,0.256,0.502,0.456,43,102,0.422,7,25,0.28,20,22,0.909,22,42,0.524,14,35,0.4
ALPHA.OKOLI_St. Bonaventure,St. Bonaventure,1,0,0.483,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPHONSO.ANDERSON_Utah St.,Utah St.,7,4,154.5,283,58,7,13,6,4,0,11,12,0.103,0.6,0.452,0.422,20,58,0.345,9,23,0.391,9,13,0.692,7,21,0.333,4,14,0.286
ALSTON.ANDREWS_Illinois St.,Illinois St.,1,0,2.083,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTERIQUE.GILBERT_Wichita St.,Wichita St.,4,4,131.249,230,38,1,11,25,7,1,9,5,0.255,0.438,0.396,0.404,16,47,0.34,6,23,0.261,0,2,0,6,14,0.429,4,10,0.4
ALVIN.STREDIC_Ark.-Pine Bluff,Ark.-Pine Bluff,5,0,53.367,94,3,4,5,2,2,1,2,9,0,0,0.18,0.2,1,5,0.2,0,0,0,1,7,0.143,1,3,0.333,0,2,0
ALYN.BREED_Providence,Providence,5,2,41.351,84,2,0,2,4,1,0,4,5,0.6,0,0.1,0.1,1,10,0.1,0,3,0,0,0,0,1,5,0.2,0,2,0
AMADOU.SOW_UC Santa Barbara,UC Santa Barbara,7,6,190.05,354,129,17,42,3,9,4,14,17,0.227,0.617,0.683,0.627,47,75,0.627,0,1,0,35,41,0.854,37,50,0.74,10,24,0.417
AMANZE.NGUMEZI_Jacksonville St.,Jacksonville St.,4,0,71.133,134,32,5,9,1,1,2,3,11,0.136,0.333,0.598,0.591,12,22,0.545,2,6,0.333,6,10,0.6,8,10,0.8,2,6,0.333
AMARI.DAVIS_Green Bay,Green Bay,1,1,47.883,81,18,0,6,2,0,0,3,1,0.118,0.25,0.488,0.471,8,17,0.471,0,2,0,2,3,0.667,3,3,1,5,12,0.417
AMARI.KELLY_Duquesne,Duquesne,3,0,25.366,48,8,3,1,0,0,1,2,7,0,0,0.422,0.444,4,9,0.444,0,0,0,0,1,0,4,9,0.444,0,0,0
AMARI.WILLIAMS_Drexel,Drexel,2,0,1.883,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMAURI.HARDY_Oregon,Oregon,8,0,72.282,135,15,0,6,5,0,0,5,5,0.286,0.143,0.502,0.536,7,14,0.5,1,2,0.5,0,2,0,6,10,0.6,0,2,0
AMBAKA.LE.GREGAM_Presbyterian,Presbyterian,2,1,26.233,51,2,1,0,0,0,0,2,2,0,0,0.333,0.333,1,3,0.333,0,2,0,0,0,0,1,1,1,0,0,0
AMEER.BENNETT_Delaware St.,Delaware St.,5,5,94.4,199,29,6,17,2,2,3,10,15,0.36,0.545,0.503,0.46,11,25,0.44,1,9,0.111,6,8,0.75,5,8,0.625,5,8,0.625
AMEKA.AKAYA_Air Force,Air Force,5,4,104.067,178,19,2,6,10,8,3,11,10,0.143,0.667,0.442,0.452,9,21,0.429,1,6,0.167,0,1,0,5,10,0.5,3,5,0.6
AMIN.ADAMU_Montana St.,Montana St.,7,7,226.249,397,100,4,29,5,14,0,29,21,0.162,0.278,0.564,0.507,36,74,0.486,3,10,0.3,25,31,0.806,15,20,0.75,18,44,0.409
AMIR.ALLEN_Milwaukee,Milwaukee,3,3,89.433,173,29,21,10,1,0,1,1,10,0.136,0.4,0.523,0.455,10,22,0.455,0,0,0,9,12,0.75,9,19,0.474,1,3,0.333
AMIR.BRITT_Manhattan,Manhattan,2,0,8.117,16,3,1,0,0,0,0,0,2,1,1,0.606,0.5,1,2,0.5,0,0,0,1,1,1,1,2,0.5,0,0,0
AMOREY.WOMACK_Tennessee St.,Tennessee St.,2,0,14.483,32,3,1,3,1,0,0,0,0,0.333,1,0.25,0.25,1,6,0.167,1,1,1,0,0,0,0,2,0,0,3,0
AMORIE.ARCHIBALD_Louisiana Tech,Louisiana Tech,4,4,126.15,237,36,2,11,23,4,1,11,4,0.349,0.75,0.385,0.372,12,43,0.279,8,22,0.364,4,8,0.5,3,14,0.214,1,7,0.143
AMOUND.ANDERSON_CSUN,CSUN,5,4,152.833,280,37,2,14,13,3,2,2,5,0.269,0.917,0.611,0.596,12,26,0.462,7,17,0.412,6,9,0.667,4,6,0.667,1,3,0.333
ANDERSON.KOPP_Lamar University,Lamar University,5,0,114.483,206,62,2,21,5,5,4,8,8,0.327,0.667,0.587,0.551,21,49,0.429,12,29,0.414,8,8,1,5,13,0.385,4,7,0.571
ANDERSSON.GARCIA_Mississippi St.,Mississippi St.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDRE.ALLEN_Southern U.,Southern U.,2,0,7.45,14,2,0,2,0,0,0,0,1,0,1,0.333,0.333,1,3,0.333,0,0,0,0,0,0,1,3,0.333,0,0,0
ANDRE.BALL_Pepperdine,Pepperdine,1,0,4.05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDRE.BOTTOMS_Norfolk St.,Norfolk St.,1,0,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDRE.CURBELO_Illinois,Illinois,8,0,196.515,372,110,6,43,28,8,1,22,19,0.256,0.14,0.602,0.564,43,78,0.551,2,9,0.222,22,28,0.786,28,40,0.7,13,29,0.448
ANDRE.GORDON_Texas A&M,Texas A&M,3,3,92.065,172,11,2,9,14,2,0,5,2,0.29,0.25,0.172,0.161,4,31,0.129,2,14,0.143,1,2,0.5,1,4,0.25,1,13,0.077
ANDRE.GUSTAVSON_Richmond,Richmond,4,1,80.867,157,22,2,6,4,0,2,5,6,0.5,0.667,0.718,0.625,6,12,0.5,3,6,0.5,7,7,1,2,5,0.4,1,1,1
ANDRE.HARRIS_Duquesne,Duquesne,4,0,31.832,60,13,0,3,1,1,0,2,5,0.143,0.667,0.435,0.429,6,14,0.429,0,0,0,1,2,0.5,3,5,0.6,3,9,0.333
ANDRE.HENRY_UC Irvine,UC Irvine,8,0,65.099,125,12,2,11,5,4,0,4,5,0.3,0.333,0.42,0.3,3,10,0.3,0,3,0,6,9,0.667,3,4,0.75,0,3,0
ANDRE.JACKSON_UConn,UConn,6,0,98.034,184,13,2,16,10,4,0,9,17,0.333,0.75,0.549,0.444,4,9,0.444,0,2,0,5,6,0.833,4,7,0.571,0,0,0
ANDRE.JONES_Nicholls St.,Nicholls St.,4,4,122.917,253,51,2,32,20,3,2,10,5,0.303,0.235,0.628,0.561,17,33,0.515,3,8,0.375,14,16,0.875,12,20,0.6,2,5,0.4
ANDRE.KELLY_California,California,4,2,90.868,160,43,5,17,1,2,3,1,10,0.16,0.529,0.7,0.68,17,25,0.68,0,0,0,9,12,0.75,11,15,0.733,6,10,0.6
ANDRE.MULIBEA_Dixie St.,Dixie St.,2,0,39.984,71,12,1,5,2,1,0,4,2,0.375,0.6,0.75,0.75,5,8,0.625,2,4,0.5,0,0,0,3,4,0.75,0,0,0
ANDRE.SCREEN_Bucknell,Bucknell,2,0,36.633,76,17,3,9,0,1,3,4,6,0.182,0.375,0.711,0.727,8,11,0.727,0,0,0,1,2,0.5,5,7,0.714,3,4,0.75
ANDRE.TOURE_Southern U.,Southern U.,6,0,48.451,96,7,2,10,1,0,1,4,3,0.375,1,0.354,0.25,2,8,0.25,0,2,0,3,4,0.75,2,2,1,0,4,0
ANDREI.ARION_Lehigh,Lehigh,2,0,2.017,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREI.SAVRASOV_Ga. Southern,Ga. Southern,2,0,27.166,59,5,1,8,0,1,1,0,3,0.571,0.5,0.357,0.357,2,7,0.286,1,3,0.333,0,0,0,1,4,0.25,0,0,0
ANDREJ.JAKIMOVSKI_Washington St.,Washington St.,3,2,42.452,76,3,0,1,2,3,0,5,2,0,1,0.15,0.15,1,10,0.1,1,7,0.143,0,0,0,0,1,0,0,2,0
ANDREW.ANDERSON_South Alabama,South Alabama,1,0,0.417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.CARR_Delaware,Delaware,1,1,24.384,43,2,0,1,1,0,0,1,5,0.286,1,0.143,0.143,1,7,0.143,0,1,0,0,0,0,0,0,0,1,6,0.167
ANDREW.FONTS_Providence,Providence,1,0,2.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ANDREW.FUNK_Bucknell,Bucknell,4,4,132.202,250,47,0,11,7,4,0,8,4,0.22,0.333,0.474,0.402,15,41,0.366,3,20,0.15,14,18,0.778,8,12,0.667,4,9,0.444
ANDREW.GARCIA_Georgia,Georgia,4,0,59.568,133,19,7,7,1,1,1,2,6,0.095,0.571,0.406,0.333,7,21,0.333,0,0,0,5,5,1,6,9,0.667,1,12,0.083
ANDREW.GORDON_Louisiana Tech,Louisiana Tech,1,0,9.633,15,2,0,2,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
ANDREW.JONES_Texas,Texas,7,7,229.899,429,86,0,29,17,7,0,15,14,0.273,0.478,0.536,0.447,23,66,0.348,13,33,0.394,27,30,0.9,7,16,0.438,3,17,0.176
ANDREW.KENNY_Boston College,Boston College,2,0,4.284,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ANDREW.LAFOND_La Salle,La Salle,1,0,0.783,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ANDREW.MALVEAUX_Texas Southern,Texas Southern,1,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDREW.NEMBHARD_Gonzaga,Gonzaga,3,3,105.417,200,27,0,4,11,3,0,3,7,0.304,0.4,0.542,0.522,10,23,0.435,4,9,0.444,3,4,0.75,3,4,0.75,3,10,0.3
ANDREW.PETCASH_Boston U.,Boston U.,4,1,18.95,36,3,0,0,1,0,0,1,2,0,1,0.375,0.375,1,4,0.25,1,3,0.333,0,0,0,0,0,0,0,1,0
ANDREW.PLATEK_North Carolina,North Carolina,7,1,56.95,122,12,3,3,3,2,1,3,3,0.455,0.667,0.483,0.409,3,11,0.273,3,10,0.3,3,3,1,0,0,0,0,1,0
ANDREW.TAYLOR_Marshall,Marshall,6,6,208.684,390,90,1,25,19,14,1,13,12,0.212,0.25,0.645,0.652,36,66,0.545,14,28,0.5,4,8,0.5,15,21,0.714,7,17,0.412
ANDREW.WELLS_Eastern Mich.,Eastern Mich.,2,0,3.983,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGELO.ALLEGRI_UNC Greensboro,UNC Greensboro,6,6,141.752,272,38,4,19,1,1,0,3,11,0.476,0.571,0.438,0.44,14,42,0.333,9,27,0.333,1,3,0.333,4,11,0.364,1,4,0.25
ANGELO.STUART_Seattle U,Seattle U,3,0,3.2,8,2,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
ANGUS.MCWILLIAM_UC Riverside,UC Riverside,6,2,78.232,152,13,3,7,2,0,0,7,10,0.143,1,0.493,0.286,2,7,0.286,0,1,0,9,13,0.692,1,4,0.25,1,2,0.5
ANJAY.CORTEZ_Alabama A&M,Alabama A&M,2,0,40.084,74,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ANQUAEVIOUS.POLLARD_Nicholls St.,Nicholls St.,1,0,1.35,3,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
ANT.NELSON_Manhattan,Manhattan,5,5,171.417,302,69,5,23,16,10,2,18,17,0.333,0.115,0.49,0.458,26,60,0.433,3,12,0.25,14,22,0.636,15,29,0.517,8,19,0.421
